suite,test_number,utterance,answer,expected_agent,actual_sub_agent,expected_tool,actual_tool,bug_yes_no,ai_recommendation,Review
pt2,616,"good morning, my computer is having issues/running slow...my zoom phone is not working, I have cleared cache cookes, re-started, etc. Can someone get with me to assist?",Got it — you’re seeing a slow computer and your Zoom Phone isn’t working even after clearing cache/cookies and restarting. Here’s the ticket I’ll file:  - Issue: Computer running slow; Zoom Phone not working   - Details: User already cleared cache/cookies and restarted; requests someone to assist  Want me to submit it? [[helpiq:EA=True]],GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],['EscalationIntakeDiscovery'],Review,Possible premature escalation: IT question may be KB-answerable — check prompt/routing,ok to escalate
pt2,617,"good morning, my computer is having issues/running slow...my zoom phone is not working, I have cleared cache cookes, re-started, etc. Can someone get with me to assist?","Got it. Here’s the ticket I’ll file:  - Issue: Computer running slow and Zoom Phone not working   - Details: You already cleared cache/cookies and restarted, but the problem continues.  Want me to submit it? [[helpiq:EA=True]]",GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],['EscalationIntakeDiscovery'],Review,Possible premature escalation: IT question may be KB-answerable — check prompt/routing,ok to escalate
pt1,173,how can I set up seismic? It doesnt give me the option to integrate it via external credentials,"I understand you’re trying to set up Seismic, but the External Credentials integration option isn’t available.  I wasn’t able to find a supported workflow for setting up Seismic through Salesforce External Credentials in the available documentation. The Salesforce support team is the right next step, and you can open a case here: https://link.indeed.tech/sfcase   [[helpiq:EA=True]]",GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],['HelpIQ_QnA'],No,Update expected sub agent to Escalation (Salesforce/CRM sfcase-link path — v6 design),Agreed
multi,106,he can not work until this is fixed,"Got it — since Ryan is blocked from working, I can get this in front of IT support right away.  Here’s the ticket I’ll file:  - Issue: Ryan Moran can sign in to **Okta** but gets “no permission to access apps” after returning from caregiver leave  - Details: User is back from caregiver leave; Okta login works; access to Okta apps is blocked due to missing permissions  Want me to submit it? [[helpiq:EA=True]]",HelpIqAgentMultiplierSoftwareRequests,Escalation,['HelpIqAgentApplicationAccessDetails'],['EscalationIntakeDiscovery'],Review,Unclassified topic mismatch (expected HelpIqAgentMultiplierSoftwareRequests got Escalation) — manual review,ok to escalate
multi,107,he can not work until this is fixed,"Got it — Ryan’s blocked, so I’ll get this escalated.  Here’s the ticket I’ll file:  - Issue: User can sign in to **Okta** but gets “no permission to access apps” after returning from caregiver leave   - Details: Team member Ryan Moran returned from caregiver leave; able to authenticate to Okta, but can’t access any apps due to permissions; business impact is they can’t work until restored  Want me to submit it? [[helpiq:EA=True]]",HelpIqAgentMultiplierSoftwareRequests,Escalation,['HelpIqAgentApplicationAccessDetails'],['EscalationIntakeDiscovery'],Review,Unclassified topic mismatch (expected HelpIqAgentMultiplierSoftwareRequests got Escalation) — manual review,ok to escalate
multi,108,he can not work until this is fixed,"Got it — Ryan is work-blocked because Okta lets him sign in, but he doesn’t have permission to access any apps (post–caregiver leave).  Here’s the ticket I’ll file:  - Issue: Okta access issue after return from caregiver leave (can sign in, but no permission to access apps)  - Details: User Ryan Moran returned from caregiver leave; Okta login works but Okta shows he doesn’t have permission to access apps; user is unable to work until restored  Want me to submit it? [[helpiq:EA=True]]",HelpIqAgentMultiplierSoftwareRequests,Escalation,['HelpIqAgentApplicationAccessDetails'],['EscalationIntakeDiscovery'],Review,Unclassified topic mismatch (expected HelpIqAgentMultiplierSoftwareRequests got Escalation) — manual review,ok to escalate
pt1,202,Access to GitLab access/developers group - https://code.corp.indeed.com/groups/access/developers/-/group_members?sort=last_joined Contributing to https://code.corp.indeed.com/employer-analytics/skywalker (Skywalker) and Analytics Core repos for jp_ancore tasks,Got it — you’re requesting GitLab access so you can join the access/developers group and contribute to Skywalker and Analytics Core for jp_ancore work.  Here’s the request I’ll file:  - Application: Gitlab Prod   - Access type: General   - Reason: Access to GitLab access/developers group to contribute to Skywalker and Analytics Core repos for jp_ancore tasks    Want me to submit it?   [[helpiq:EA=False]],GeneralQnA_HelpIQ,HelpIqAgentMultiplierSoftwareRequests,['HelpIQ_QnA'],"['load_catalog', 'get_app_details']",No,Update expected sub agent to HelpIqAgentMultiplierSoftwareRequests (software-access request — v6 correct),Agreed
pt1,203,Access to GitLab access/developers group - https://code.corp.indeed.com/groups/access/developers/-/group_members?sort=last_joined Contributing to https://code.corp.indeed.com/employer-analytics/skywalker (Skywalker) and Analytics Core repos for jp_ancore tasks,Got it — here’s the access request I’ll submit:  - Application: Gitlab Prod   - Access type: General   - Reason: Contributing to Skywalker and Analytics Core repos for jp_ancore tasks    Want me to submit it? [[helpiq:EA=False]],GeneralQnA_HelpIQ,HelpIqAgentMultiplierSoftwareRequests,['HelpIQ_QnA'],"['load_catalog', 'get_app_details']",No,Update expected sub agent to HelpIqAgentMultiplierSoftwareRequests (software-access request — v6 correct),Agreed
pt1,204,Access to GitLab access/developers group - https://code.corp.indeed.com/groups/access/developers/-/group_members?sort=last_joined Contributing to https://code.corp.indeed.com/employer-analytics/skywalker (Skywalker) and Analytics Core repos for jp_ancore tasks,Got it — you’re requesting GitLab access (developers group) for contributing to Skywalker and Analytics Core repos.  Here’s the request I’ll file:  - Application: Gitlab Prod   - Access type: General   - Reason: Contributing to Skywalker and Analytics Core repos for jp_ancore tasks; need membership in access/developers group    Want me to submit it?   [[helpiq:EA=False]],GeneralQnA_HelpIQ,HelpIqAgentMultiplierSoftwareRequests,['HelpIQ_QnA'],"['load_catalog', 'get_app_details']",No,Update expected sub agent to HelpIqAgentMultiplierSoftwareRequests (software-access request — v6 correct),Agreed
pt2,618,"good morning, my computer is having issues/running slow...my zoom phone is not working, I have cleared cache cookes, re-started, etc. Can someone get with me to assist?","Got it. Here’s the ticket I’ll file so IT can contact you and help with the slow computer and Zoom Phone issue:  - Issue: Computer running slow; Zoom Phone not working   - Details: You already cleared cache/cookies and restarted, but the issue continues  Want me to submit it? [[helpiq:EA=True]]",GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],['EscalationIntakeDiscovery'],Review,Possible premature escalation: IT question may be KB-answerable — check prompt/routing,ok to escalate
pt1,211,I need to file a ticket to change the ownership of this google web app created by a now-inactive user https://script.google.com/a/macros/indeed.com/s/AKfycbzKh0NAX2FVwVFSUrDrT2hqsjjeH76I37jqlkp8iSmZd7snWULXMf_NCN4zgmpYqIB-uA/edit,Got it — you want an IT ticket filed to transfer ownership of a Google Apps Script web app that was created by a now-inactive user.  Here’s the ticket I’ll file: - Issue: Transfer ownership of Google Apps Script web app created by an inactive user - Details: Web app URL: https://script.google.com/a/macros/indeed.com/s/AKfycbzKh0NAX2FVwVFSUrDrT2hqsjjeH76I37jqlkp8iSmZd7snWULXMf_NCN4zgmpYqIB-uA/edit  Want me to submit it? [[helpiq:EA=True]],GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],['EscalationIntakeDiscovery'],No,Update expected sub agent to Escalation (explicit ticket/human/offboarding — v6 correct),Agreed
pt1,212,I need to file a ticket to change the ownership of this google web app created by a now-inactive user https://script.google.com/a/macros/indeed.com/s/AKfycbzKh0NAX2FVwVFSUrDrT2hqsjjeH76I37jqlkp8iSmZd7snWULXMf_NCN4zgmpYqIB-uA/edit,Got it — you want an IT ticket to transfer ownership of a Google Apps Script web app created by a now-inactive user.  Here’s the ticket I’ll file: - Issue: Transfer ownership of Google Apps Script web app created by inactive user - Details: Web app/script URL: https://script.google.com/a/macros/indeed.com/s/AKfycbzKh0NAX2FVwVFSUrDrT2hqsjjeH76I37jqlkp8iSmZd7snWULXMf_NCN4zgmpYqIB-uA/edit  Want me to submit it? [[helpiq:EA=True]],GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],['EscalationIntakeDiscovery'],No,Update expected sub agent to Escalation (explicit ticket/human/offboarding — v6 correct),Agreed
pt1,213,I need to file a ticket to change the ownership of this google web app created by a now-inactive user https://script.google.com/a/macros/indeed.com/s/AKfycbzKh0NAX2FVwVFSUrDrT2hqsjjeH76I37jqlkp8iSmZd7snWULXMf_NCN4zgmpYqIB-uA/edit,Got it — you want an IT ticket to transfer ownership of a Google Apps Script web app that was created by a now-inactive user.  Here’s the ticket I’ll file:  - Issue: Transfer ownership of a Google Apps Script web app (created by inactive user)  - Details: Web app URL: https://script.google.com/a/macros/indeed.com/s/AKfycbzKh0NAX2FVwVFSUrDrT2hqsjjeH76I37jqlkp8iSmZd7snWULXMf_NCN4zgmpYqIB-uA/edit  Want me to submit it? [[helpiq:EA=True]],GeneralQnA_HelpIQ,Escalation,['HelpIQ_QnA'],['EscalationIntakeDiscovery'],No,Update expected sub agent to Escalation (explicit ticket/human/offboarding — v6 correct),Agreed
pt1,214,how can i get a license for Excel for my account,"You can get an Excel license by requesting **Microsoft Office 365** access. There are a few license types available. Which one do you need?  1. **Office 365** (Excel, Word, PowerPoint)  2. **Office 365 +Teams** (Office apps plus Teams)  3. **Entra ID (Azure)** (directory/admin access, not the Office apps)  If you’re not sure, tell me what you’re trying to do with Excel and I’ll point you to the right option.  [[helpiq:EA=False]]",GeneralQnA_HelpIQ,HelpIqAgentMultiplierSoftwareRequests,['HelpIQ_QnA'],"['load_catalog', 'get_app_details']",No,Update expected sub agent to HelpIqAgentMultiplierSoftwareRequests (software-access request — v6 correct),Agreed
pt1,215,how can i get a license for Excel for my account,You’re trying to get an Excel license for your account.  “Excel” isn’t showing up as a standalone app in the automated access catalog (it’s usually part of a broader Microsoft package). Are you looking for **Microsoft Office 365** access (which includes Excel)?    [[helpiq:EA=False]],GeneralQnA_HelpIQ,HelpIqAgentMultiplierSoftwareRequests,['HelpIQ_QnA'],"['load_catalog', 'get_app_details']",No,Update expected sub agent to HelpIqAgentMultiplierSoftwareRequests (software-access request — v6 correct),Agreed
pt1,216,how can i get a license for Excel for my account,"You can request an Excel license through **Microsoft Office 365**, and there are a few access types.  1. **Office 365** (includes Excel, Word, PowerPoint)  2. **Office 365 +Teams** (Office apps plus Teams)  3. **Entra ID (Azure)** (admin/directory access, not the Office apps)  Which type of access would you like?   [[helpiq:EA=False]]",GeneralQnA_HelpIQ,HelpIqAgentMultiplierSoftwareRequests,['HelpIQ_QnA'],"['load_catalog', 'get_app_details']",No,Update expected sub agent to HelpIqAgentMultiplierSoftwareRequests (software-access request — v6 correct),Agreed
pt1,241,<Assistant#U09MKKH50CR> I would like to request for three users masquerading features in QA Dradis from QA Skytree links.,"You’re looking for QA Dradis “masquerading” access for three people, but **Dradis** isn’t showing up in the QA software-access catalog, so I’ll need to route this as an escalation.  Who are the three users (please share each person’s name plus email or Slack handle)?   [[helpiq:EA=False]]",GeneralQnA_HelpIQ,HelpIqAgentMultiplierSoftwareRequests,['HelpIQ_QnA'],"['load_catalog', 'get_app_details']",Review,Unclassified topic mismatch (expected GeneralQnA_HelpIQ got HelpIqAgentMultiplierSoftwareRequests) — manual review,ok to chage to multiplier software and the selected tool calls
